Code,Entity,suicide_rate,gdp_per_capita,alcohol_liters_per_year,avg_surface_temperature,sunshine_hours_year,latitude,unemployment_rate,gini_index,urban_population_pct,population_density,literacy_rate,homicide_rate,religiosity_share,one_person_households_pct,fruit_veg_consumption_kg_per_capita,meat_kg_per_capita,family_important_pct,friends_important_pct,drug_use_death_rate,overweight_prevalence_pct,median_age,life_expectancy,healthcare_expenditure_per_capita_ppp
BGD,Bangladesh,3.691818181818182,4549.143309090909,0.0082380952380952,25.477649227272728,2066.0,23.845678,4.253954545454546,0.32780854,30.982318181818183,1171.1085954545454,64.8972,2.588335036842105,100.0,1.7921167969999998,48.59840536363636,3.960190840909091,99.73178533333332,76.09089333333334,0.3040909090909091,14.955249545454546,22.17140909090909,67.98909545454545,75.54981881818182
BGR,Bulgaria,12.478181818181817,21747.717045454545,11.23952380952381,11.715260727272726,2177.0,42.768524,9.965727272727271,0.37482707875,72.45513636363636,68.29276368181819,98.14,2.1382407454545453,90.780295,23.36428571428572,143.20521322727274,54.61106895454545,97.320054,85.03720799999999,0.3854545454545455,49.24423045454546,41.397954545454546,73.48631363636365,1148.6554468181819
BHR,Bahrain,7.044090909090909,54203.700500000006,2.13,26.253483045454548,,26.035519,1.173681818181818,,88.786,1470.0372909090909,89.65,0.5526137305882353,99.655847,,297.58575333333334,82.85382800000001,,,0.3390909090909091,63.42155909090909,28.508954545454547,78.06923181818182,1890.9386454545454
BHS,Bahamas,3.286363636363636,33414.41663636363,4.487619047619047,25.564870090909093,,24.223986,10.998954545454543,,82.5425,36.53092772727273,,23.834635863636365,98.113663,17.73097958,351.4099190909091,103.04190754545454,,,0.4595454545454545,68.07603090909092,30.737227272727274,73.26045,1606.5593609090909
BIH,Bosnia and Herzegovina,10.60909090909091,12469.189895454543,5.757142857142857,10.669092272727273,1769.0,44.171734,25.031954545454543,0.3252392075,45.77081818181818,73.6358025,97.38068,1.5443021336842104,98.923648,,292.3980891818182,30.44241495454545,99.30691625,95.7602375,0.1563636363636363,53.05811863636364,38.37990909090909,76.5446590909091,895.7191372727273
BLR,Belarus,30.063636363636363,21571.145681818183,12.742857142857144,7.592170681818181,1807.0,53.53188,7.065454545454545,0.2741053019047619,74.9759090909091,47.16352504545455,100.0,5.02718145625,90.62409,29.65364786,212.0967070454545,75.76785145454545,96.96894216666664,82.917,3.357727272727273,52.89319090909091,37.85077272727273,71.18746818181818,835.844764090909
BLZ,Belize,5.538636363636363,11979.607363636364,5.792380952380952,25.74623618181818,,17.208319,8.965363636363636,0.39949584,45.44781818181818,14.10967875,85.90802,32.49527540909091,84.18190799999999,,205.30258445454547,48.51073754545455,,,0.1477272727272727,65.4418,21.402454545454546,70.86328181818182,392.4587095454545
BOL,Bolivia,5.680909090909091,7888.788213636363,4.04047619047619,20.42655340909091,2288.9,-16.706877,3.099909090909091,0.4982022244999999,66.43663636363637,9.48286390909091,91.5,4.803782571428571,93.23202,12.440827225,120.84977763636364,66.16440022727274,98.8389,48.71794,0.4631818181818181,53.89977409090909,21.839363636363636,65.18835,348.64371
BRA,Brazil,5.609545454545454,16900.85593181818,8.307142857142857,25.1074575,2237.581818181818,-10.780859,10.078909090909091,0.5420343345,84.41186363636363,23.168805363636363,90.73333333333332,26.839305409090912,89.2055,10.4653552655,156.58590745454546,89.93833404545454,98.9217646,86.759204,0.3527272727272727,51.43948454545455,28.495090909090912,73.26274090909091,1152.0384545454547
BRN,Brunei,1.695454545454545,89971.14186363637,0.3271904761904761,26.481013545454548,,4.5165005,6.579727272727272,,75.05077272727273,74.55739995454546,95.53000000000002,0.6556958225,99.843623,7.216026496,167.33164829999998,70.0552022,,,0.045,54.48503636363636,27.544500000000003,74.75124090909091,1701.1791363636364
BTN,Bhutan,5.405454545454545,9917.96376818182,1.0861904761904764,8.459384954545454,,27.421509,2.9822272727272723,0.388098765,34.92286363636364,18.36730477272728,58.333333333333336,2.3100135615,99.9639275,,105.11681166666666,13.488187333333334,,,0.3672727272727272,32.59279818181818,23.303545454545453,68.39682272727272,251.35687768181816
BWA,Botswana,11.716818181818182,15503.21668181818,7.44,22.09471336363636,3426.6666666666665,-22.185772,19.12609090909091,0.5779236666666666,62.35677272727273,3.602400768181818,83.91158999999999,13.990677166666666,85.30755500000001,25.58499636,85.96045227272728,26.09630013636364,,,0.3977272727272727,35.92470090909091,21.002318181818183,59.34185,809.5034318181818
CAF,Central African Republic,10.908181818181818,1227.7332781818182,2.203333333333333,26.003496545454546,2546.5,6.566322,5.438681818181818,0.49614804,39.44163636363636,7.245615268181819,40.93708,,99.27466,,67.46171345454545,35.029159863636366,,,0.2004545454545454,17.415694545454546,15.292227272727274,45.767086363636366,45.106983863636366
CAN,Canada,12.364090909090908,53517.999,9.879523809523809,-3.49801925,2028.0444444444447,61.37635,7.1412272727272725,0.3314920168181818,80.76536363636363,3.923465763636364,,1.780352422727273,70.75789499999999,26.690441303333333,247.03119268181817,94.08276404545454,98.235125,93.8233325,6.6840909090909095,57.93647363636364,38.518136363636366,81.04066363636365,4262.3594
